user_89:8, 2, 4, 5, 8, 2, 4, 8, 2, 3, 8, 6, 4, 5, 5, 6, 6, 2, 5, 2
user_90:3, 7, 7, 4, 4, 1, 1, 9, 2, 4, 9, 2, 7, 10, 9, 1, 2, 4, 10, 4
user_91:10, 4, 7, 6, 6, 5, 1, 6, 1, 7, 6, 6, 2, 9, 10, 7, 3, 3, 6, 1
user_92:6, 3, 6, 3, 1, 7, 8, 3, 9, 1, 1, 7, 9, 4, 1, 7, 5, 4, 8, 1
user_93:6, 3, 1, 8, 6, 7, 2, 9, 2, 9, 6, 7, 6, 10, 3, 7, 6, 3, 4, 3
user_94:2, 3, 3, 9, 9, 9, 8, 5, 1, 1, 6, 10, 10, 6, 4, 1, 10, 10, 6, 2
user_95:2, 2, 3, 4, 4, 10, 8, 3, 4, 4, 1, 5, 9, 5, 4, 10, 3, 5, 10, 1
user_96:6, 8, 5, 8, 7, 7, 4, 1, 10, 1, 9, 1, 2, 6, 2, 1, 4, 10, 6, 9
user_97:10, 7, 3, 6, 8, 7, 4, 9, 6, 10, 4, 1, 3, 6, 2, 6, 8, 8, 10, 5
user_98:2, 8, 9, 6, 8, 9, 9, 5, 3, 4, 9, 5, 2, 4, 1, 5, 2, 8, 8, 3
user_99:2, 4, 2, 4, 2, 6, 2, 6, 1, 6, 2, 3, 3, 2, 6, 6, 4, 9, 10, 3
